Index,Hatch_Distance,Laser_Power,Scan_Speed,Layer_Thickness,ED,TE,Density
407,0.18231,237,923,0.05,28.16865752,0.256771398,99.813
408,0.07798,136,1575,0.05,22.14650073,0.086349206,85.641
409,0.13836,58,908,0.075,6.155599112,0.063876652,
410,0.0845,317,889,0.075,56.2651562,0.356580427,99.29
411,0.19531,327,1099,0.075,20.3125439,0.297543221,99.25
412,0.19815,152,1004,0.075,10.18719302,0.151394422,59.632
413,0.08518,223,304,0.075,114.8239229,0.733552632,96.133
414,0.12708,91,1160,0.075,8.23085467,0.078448276,30.271
415,0.07175,258,758,0.075,63.2509906,0.340369393,98.348
416,0.08926,119,1558,0.075,11.40936206,0.076379974,60.252
417,0.11137,206,1243,0.075,19.84113941,0.165728077,99.92
418,0.12743,198,1194,0.075,17.35113612,0.165829146,95.467
419,0.08677,164,737,0.075,34.19365294,0.222523745,99.715
420,0.08456,275,300,0.075,144.5390518,0.916666667,98.947
421,0.05122,344,1400,0.075,63.96310965,0.245714286,99.912
422,0.12075,197,281,0.075,77.41257316,0.701067616,92.329
423,0.10319,346,406,0.075,110.1161933,0.852216749,97.7
424,0.13264,300,459,0.075,65.70112296,0.653594771,96.652
425,0.06365,102,273,0.075,78.26684967,0.373626374,99.937
426,0.15177,167,518,0.075,28.32301706,0.322393822,99.576
427,0.08631,262,1192,0.075,33.95491565,0.219798658,99.903
428,0.10975,115,288,0.075,48.5109255,0.399305556,99.851
429,0.09147,156,1013,0.075,22.44787372,0.153998026,99.83
430,0.15615,323,564,0.075,48.90127317,0.572695035,97.818
431,0.06731,155,1012,0.075,30.3396336,0.153162055,99.864
432,0.15982,161,255,0.075,52.67363693,0.631372549,93.081
433,0.09365,222,1620,0.075,19.51052316,0.137037037,99.95
434,0.09469,198,799,0.075,34.89418273,0.247809762,98.868
435,0.05336,165,731,0.075,56.40134789,0.225718194,97.422
436,0.16189,255,853,0.075,24.62123667,0.2989449,99.811
437,0.10328,340,559,0.075,78.52168607,0.60822898,98.301
438,0.14587,134,1615,0.075,7.58411702,0.082972136,49.138
439,0.10941,189,674,0.075,34.17304089,0.28041543,98.433
440,0.14945,320,1649,0.075,17.31299246,0.194057004,99.974
441,0.19398,192,1131,0.075,11.66864441,0.169761273,81.768
442,0.08147,161,745,0.075,35.36800991,0.216107383,98.869
443,0.05451,244,965,0.075,61.8479156,0.252849741,95.678
444,0.07668,210,362,0.075,100.8712393,0.580110497,99.532
445,0.08195,129,482,0.075,43.54441404,0.267634855,98.795
446,0.17672,289,548,0.075,39.78966823,0.527372263,97.585
447,0.13157,318,537,0.075,60.01152957,0.592178771,96.862
448,0.11386,285,534,0.075,62.49872535,0.533707865,97.485
449,0.19626,204,1561,0.075,8.878389758,0.130685458,76.087
450,0.19098,222,771,0.075,20.10247099,0.287937743,99.588
451,0.11132,94,1076,0.075,10.46359981,0.087360595,51.564
452,0.10815,188,417,0.075,55.58197917,0.450839329,92.814
453,0.18023,91,661,0.075,10.18477846,0.137670197,43.429
454,0.13709,304,1395,0.075,21.19494706,0.217921147,99.991
455,0.12595,120,1466,0.075,8.665384551,0.081855389,47.647
456,0.15851,183,602,0.075,25.5703498,0.303986711,99.397
457,0.06612,320,685,0.075,94.20312254,0.467153285,96.997
458,0.10175,121,1071,0.075,14.80472069,0.112978525,73.422
459,0.12571,310,1391,0.075,23.63760517,0.222861251,99.991
460,0.07269,287,1662,0.075,31.67487758,0.172683514,99.989
461,0.16736,110,867,0.075,10.10789349,0.126874279,51.193
462,0.05181,273,653,0.075,107.5906695,0.418070444,98.829
463,0.08654,210,276,0.075,117.2281897,0.760869565,96.361
464,0.05302,185,1605,0.075,28.98649504,0.115264798,99.908
465,0.07205,183,1177,0.075,28.7726179,0.155480034,99.893
466,0.07705,89,1278,0.075,12.05105993,0.069640063,53.263
467,0.07713,243,789,0.075,53.24081263,0.307984791,97.948
468,0.11071,265,608,0.075,52.49212816,0.435855263,96.306
469,0.10202,99,309,0.075,41.87261968,0.32038835,92.312
470,0.15109,178,918,0.075,17.11119484,0.193899782,95.409
471,0.12224,270,1103,0.075,26.70014667,0.244786945,99.897
472,0.10933,275,384,0.075,87.33752045,0.716145833,96.327
473,0.13704,105,686,0.075,14.89212147,0.153061224,70.628
474,0.08227,163,864,0.075,30.57532635,0.188657407,99.685
475,0.10755,274,1131,0.075,30.03421462,0.242263484,99.82
476,0.10519,310,270,0.075,145.5332444,1.148148148,99.828
477,0.09783,228,771,0.075,40.30390737,0.295719844,99.021
478,0.08461,349,713,0.075,77.13525839,0.489481066,97.966
479,0.15967,198,739,0.075,22.37361513,0.267929635,99.783
480,0.16894,215,873,0.075,19.43705497,0.246277205,98.895
481,0.1745,111,968,0.075,8.761751403,0.114669421,42.917
482,0.12781,132,1601,0.075,8.601149593,0.08244847,49.321
483,0.14223,294,398,0.075,69.24872552,0.738693467,95.974
484,0.15613,159,1663,0.075,8.165019984,0.095610343,48.444
485,0.1963,349,1080,0.075,21.9492714,0.323148148,99.651
486,0.18399,87,692,0.075,9.110824382,0.125722543,97.571
487,0.07438,305,752,0.075,72.7050473,0.405585106,99.64
488,0.18618,272,890,0.075,21.88691786,0.305617978,78.811
489,0.15805,155,1003,0.075,13.03692003,0.154536391,
490,0.10122,283,1460,0.075,25.53324329,0.193835616,99.998
491,0.10129,149,1569,0.075,12.50073332,0.094964946,74.526
492,0.1068,56,434,0.075,16.10889614,0.129032258,
493,0.1593,219,1090,0.075,16.81669229,0.200917431,97.162
494,0.16475,101,204,0.075,40.06863241,0.495098039,99.183
495,0.12412,200,558,0.075,38.50284016,0.358422939,97.274
496,0.19657,142,446,0.075,21.59608284,0.31838565,95.755
497,0.06785,158,386,0.075,80.43751901,0.409326425,93.19
498,0.11614,276,1165,0.075,27.19819428,0.236909871,99.993
499,0.18602,140,519,0.075,19.33480402,0.269749518,96.303
500,0.05643,294,1606,0.075,43.2544183,0.183063512,99.708
501,0.17863,274,227,0.075,90.09673315,1.207048458,96.076
502,0.09841,98,630,0.075,21.0758467,0.155555556,92.695
503,0.13867,289,531,0.075,52.33106132,0.544256121,97.56
504,0.1457,130,1453,0.075,8.18760576,0.089470062,59.927
505,0.05316,333,1513,0.075,55.20254111,0.220092531,94.805
506,0.16122,245,428,0.075,47.34151317,0.572429907,96.49
507,0.1016,231,1305,0.075,23.22985489,0.177011494,99.801
508,0.14821,124,1190,0.075,9.374237516,0.104201681,78.561
509,0.1491,217,1588,0.075,12.21997532,0.136649874,99.778
510,0.08616,117,608,0.075,29.77935787,0.192434211,97.919
511,0.06946,154,1420,0.075,20.81787201,0.108450704,99.205
512,0.08668,195,1543,0.075,19.43965348,0.126377187,99.688
513,0.0707,229,711,0.075,60.74145691,0.322081575,97.361
514,0.12975,250,583,0.075,44.06591821,0.428816467,95.814
515,0.0612,229,986,0.075,50.59945998,0.232251521,97.838
516,0.07454,333,932,0.075,63.91130263,0.357296137,98.653
517,0.11177,112,1274,0.075,10.48726109,0.087912088,67.737
518,0.06058,84,211,0.075,87.62061525,0.398104265,99.092
519,0.15538,94,331,0.075,24.36932384,0.283987915,89.138
520,0.06747,294,812,0.075,71.55159637,0.362068966,98.475
521,0.17647,335,1171,0.075,21.61502603,0.286080273,99.915
522,0.15366,113,888,0.075,11.04188921,0.127252252,54.792
523,0.07752,214,1212,0.075,30.36939401,0.176567657,99.678
524,0.09738,77,331,0.075,31.85163261,0.232628399,89.331
525,0.19582,263,1256,0.075,14.25764508,0.209394904,97.599
526,0.12866,222,225,0.075,102.2505484,0.986666667,99.812
527,0.15547,154,1680,0.075,7.861466664,0.091666667,72.653
528,0.09848,52,1011,0.075,6.963745402,0.051434224,
529,0.18634,340,1346,0.075,18.07450876,0.252600297,99.805
530,0.06285,112,670,0.075,35.46309819,0.167164179,98.97
531,0.14606,247,870,0.075,25.9170246,0.283908046,99.744
532,0.13368,95,569,0.075,16.6526609,0.166959578,82.261
533,0.08167,96,1495,0.075,10.48349811,0.064214047,66.931
534,0.17821,250,1649,0.075,11.34295005,0.151607035,98.154
535,0.14995,141,758,0.075,16.54025396,0.186015831,87.574
536,0.11016,240,1307,0.075,22.22544491,0.183626626,99.96
537,0.11915,72,734,0.075,10.97693586,0.098092643,27.952
538,0.07174,255,516,0.075,91.84760645,0.494186047,96.946
539,0.18823,125,1310,0.075,6.759095952,0.095419847,
540,0.05634,192,829,0.075,54.81110936,0.231604343,99.355
541,0.09224,209,1346,0.075,22.44505472,0.155274889,99.944
542,0.08161,134,995,0.075,22.00275568,0.134673367,90.444
543,0.15226,284,1667,0.075,14.91886044,0.170365927,91.939
544,0.08845,260,330,0.075,118.7682363,0.787878788,95.904
545,0.17759,260,1210,0.075,16.13274269,0.214876033,99.562
546,0.07522,206,329,0.075,110.98818,0.626139818,94.894
547,0.09575,337,1397,0.075,33.59181337,0.24123121,99.336
548,0.18633,237,1579,0.075,10.74044236,0.150094997,98.491
549,0.19003,279,1534,0.075,12.7613145,0.181877445,99.124
550,0.14541,308,894,0.075,31.59058439,0.344519016,98.283
551,0.08362,191,397,0.075,76.71343576,0.481108312,93.05
552,0.11221,141,1015,0.075,16.50669948,0.138916256,97.741
553,0.13532,348,1414,0.075,24.24971183,0.246110325,99.508
554,0.06262,190,1407,0.075,28.75313324,0.13503909,99.391
555,0.1796,146,359,0.075,30.19192552,0.406685237,98.296
556,0.09719,124,488,0.075,34.85932855,0.254098361,98.67
557,0.081,276,1591,0.075,28.55568747,0.173475801,99.665
558,0.07322,74,1252,0.075,10.7630759,0.059105431,41.441
559,0.13592,128,1267,0.075,9.910343906,0.101026046,65.03
560,0.05208,203,940,0.075,55.28864486,0.215957447,98.155
561,0.15301,145,1072,0.075,11.78669752,0.135261194,89.27
562,0.06594,97,612,0.075,32.04867698,0.158496732,97.813
563,0.0774,273,1611,0.075,29.19206938,0.169459963,99.531
564,0.12781,345,546,0.075,65.91744327,0.631868132,97.422
565,0.149,135,206,0.075,58.64338307,0.655339806,94.814
566,0.11175,175,1612,0.075,12.95281659,0.108560794,99.604
567,0.16931,142,1233,0.075,9.069459268,0.115166261,79.809
568,0.11744,69,449,0.075,17.44718812,0.153674833,60.731
569,0.18435,128,544,0.075,17.01792732,0.235294118,89.208
570,0.1476,141,1128,0.075,11.29177958,0.125,87.134
571,0.19933,260,613,0.075,28.37128088,0.424143556,99.163
572,0.18884,233,1649,0.075,9.976541426,0.141297756,78.502
573,0.05851,171,1058,0.075,36.83147243,0.161625709,99.923
574,0.10864,167,1401,0.075,14.62942698,0.119200571,85.085
575,0.14194,329,897,0.075,34.45382081,0.366778149,99.904
576,0.06641,240,639,0.075,75.4076905,0.375586854,98.374
577,0.0508,295,905,0.075,85.55560389,0.325966851,99.252
578,0.10419,171,226,0.075,96.82786808,0.756637168,94.191
579,0.1065,288,454,0.075,79.41924676,0.634361233,96.019
580,0.10488,292,945,0.075,39.28231744,0.308994709,99.841
581,0.15879,79,1034,0.075,6.415376374,0.076402321,
582,0.13949,191,1533,0.075,11.90931753,0.124592303,73.493
583,0.13314,341,877,0.075,38.93901573,0.388825542,99.055
584,0.0732,248,764,0.075,59.12701819,0.32460733,98.058
585,0.07819,166,785,0.075,36.0600193,0.211464968,98.631
586,0.09274,79,1234,0.075,9.204147645,0.064019449,40.736
587,0.1749,143,1355,0.075,8.045363473,0.105535055,65.379
588,0.09161,297,1634,0.075,26.45454221,0.181762546,99.739
589,0.10159,250,923,0.075,35.54889322,0.270855905,98.6
590,0.11554,312,433,0.075,83.15207115,0.720554273,95.75
591,0.11054,306,1223,0.075,30.17965326,0.250204415,99.367
592,0.06902,80,941,0.075,16.42344064,0.08501594,69.826
593,0.19207,224,994,0.075,15.64374882,0.225352113,99.469
594,0.0976,238,1114,0.075,29.18641041,0.213644524,99.499
595,0.06946,120,1517,0.075,15.18446948,0.079103494,73.695
596,0.09869,61,777,0.075,10.60655636,0.078507079,
597,0.16815,335,512,0.075,51.8820002,0.654296875,97.56
598,0.12412,180,1104,0.075,17.51460718,0.163043478,96.685
599,0.18273,325,429,0.075,55.27833471,0.757575758,97.136
600,0.13182,171,1409,0.075,12.27559486,0.121362669,75.021
601,0.18757,246,325,0.075,53.80555362,0.756923077,95.43
602,0.18751,90,712,0.075,8.98828467,0.126404494,
603,0.06335,292,1239,0.075,49.60251104,0.235673931,99.798
604,0.13556,115,358,0.075,31.59526412,0.32122905,93.6
605,0.17204,339,873,0.075,30.09502838,0.388316151,99.785
606,0.08772,73,1509,0.075,7.353155224,0.048376408,
607,0.05323,239,1567,0.075,38.20420572,0.15252074,99.914
608,0.064,76,201,0.075,78.77280265,0.378109453,95.945
609,0.15079,139,1655,0.075,7.426479688,0.083987915,99.828
610,0.08073,151,1260,0.075,19.79293445,0.11984127,98.825
611,0.13909,322,709,0.075,43.53639512,0.45416079,98.866
612,0.07403,218,1005,0.075,39.06802159,0.216915423,42.753
613,0.13791,282,1521,0.1,13.44386479,0.185404339,95.385
614,0.18347,277,1112,0.1,13.57719079,0.249100719,91.52
615,0.11596,178,1308,0.1,11.73556631,0.136085627,73.424
616,0.13514,269,212,0.1,93.89284627,1.268867925,96.106
617,0.17824,221,499,0.1,24.84772058,0.442885772,98.44
618,0.09239,96,1072,0.1,9.692849746,0.089552239,44.82
619,0.15299,178,1312,0.1,8.86794769,0.135670732,59.673
620,0.16728,152,597,0.1,15.22037094,0.254606365,82.45
621,0.06509,276,530,0.1,80.00533369,0.520754717,96.259
622,0.19877,309,529,0.1,29.38677783,0.584120983,98.626
623,0.10987,237,1354,0.1,15.93127584,0.175036928,99.451
624,0.09811,333,292,0.1,116.237994,1.140410959,99.69
625,0.10983,247,707,0.1,31.80947899,0.349363508,98.004
626,0.13497,292,551,0.1,39.26395151,0.529945554,97.68
627,0.18862,208,953,0.1,11.5713144,0.218258132,92.822
628,0.07124,270,1625,0.1,23.32311148,0.166153846,99.577
629,0.14066,254,1236,0.1,14.60981218,0.205501618,99.883
630,0.06188,198,1112,0.1,28.77465319,0.178057554,99.444
631,0.16356,75,265,0.1,17.30367253,0.283018868,69.718
632,0.06613,180,950,0.1,28.65169881,0.189473684,99.405
633,0.10081,206,381,0.1,53.63380763,0.540682415,94.721
634,0.15889,294,1196,0.1,15.47104273,0.245819398,99.846
635,0.13686,169,386,0.1,31.99063526,0.437823834,97.778
636,0.07588,297,1544,0.1,25.35022575,0.192357513,99.852
637,0.07774,196,883,0.1,28.55293992,0.221970555,98.382
638,0.07413,173,427,0.1,54.65428637,0.405152225,94.081
639,0.15038,155,1070,0.1,9.632917481,0.144859813,82.084
640,0.08313,122,1159,0.1,12.66247539,0.105263158,84.01
641,0.0741,318,1253,0.1,34.24978432,0.253790902,98.141
642,0.1563,265,1396,0.1,12.1451107,0.18982808,99.513
643,0.13947,247,772,0.1,22.94028727,0.319948187,99.07
644,0.18374,185,611,0.1,16.47884642,0.302782324,97.543
645,0.06957,93,1330,0.1,10.05100072,0.069924812,63.585
646,0.10016,140,725,0.1,19.27949763,0.193103448,94.074
647,0.17939,285,1670,0.1,9.513277364,0.170658683,96.603
648,0.09535,125,1526,0.1,8.590823214,0.081913499,68.442
649,0.07239,122,1429,0.1,11.79367146,0.085374388,65.216
650,0.08437,90,1615,0.1,6.605138578,0.055727554,
651,0.16555,198,1545,0.1,7.741186337,0.12815534,55.197
652,0.06212,169,548,0.1,49.64490673,0.308394161,97.951
653,0.19362,320,1450,0.1,11.39808156,0.220689655,81.418
654,0.15872,233,1327,0.1,11.06250152,0.175584024,79.334
655,0.06543,229,1538,0.1,22.75633019,0.148894668,99.972
656,0.17772,170,516,0.1,18.53800159,0.329457364,97.079
657,0.1815,292,1139,0.1,14.12480621,0.256365233,95.242
658,0.11394,322,573,0.1,49.32022334,0.561954625,96.403
659,0.1859,219,1423,0.1,8.278655773,0.153900211,65.918
660,0.18203,67,383,0.1,9.610214022,0.174934726,
661,0.11517,174,1000,0.1,15.10810107,0.174,89.797
662,0.14146,69,465,0.1,10.4896859,0.148387097,
663,0.08801,233,1223,0.1,21.64698634,0.190515127,99.959
664,0.0526,85,1504,0.1,10.7444786,0.056515957,50.603
665,0.08552,170,1166,0.1,17.0483628,0.145797599,94.89
666,0.15241,256,524,0.1,32.05495823,0.488549618,98.137
667,0.05942,194,590,0.1,55.33718602,0.328813559,96.28
668,0.17204,71,373,0.1,11.06420167,0.190348525,
669,0.06957,325,998,0.1,46.80915662,0.325651303,99.586
670,0.05311,62,844,0.1,13.83161658,0.073459716,
671,0.17728,138,276,0.1,28.20397112,0.5,97.136
672,0.14831,281,1661,0.1,11.40686371,0.169175196,93.721
673,0.14368,166,984,0.1,11.74131313,0.168699187,71.852
674,0.10387,220,809,0.1,26.18086719,0.271940667,99.085
675,0.14225,67,772,0.1,6.101059035,0.086787565,
676,0.06732,132,1022,0.1,19.18575649,0.129158513,82.171
677,0.11007,72,447,0.1,14.63376265,0.161073826,55.043
678,0.16424,306,559,0.1,33.32964456,0.547406082,98.16
679,0.17107,103,939,0.1,6.412062946,0.109691161,
680,0.08195,337,1037,0.1,39.65538645,0.324975892,99.806
681,0.06719,134,489,0.1,40.78413899,0.27402863,90.965
682,0.05613,241,342,0.1,125.5439805,0.704678363,99.193
683,0.07162,314,1488,0.1,29.46404711,0.211021505,99.946
684,0.17975,296,1229,0.1,13.39895502,0.240846216,89.423
685,0.06996,267,856,0.1,44.58488963,0.311915888,98.12
686,0.15568,285,755,0.1,24.24739489,0.377483444,99.071
687,0.09751,223,1149,0.1,19.90378528,0.19408181,99.597
688,0.13541,309,349,0.1,65.38563027,0.885386819,94.775
689,0.17257,89,349,0.1,14.77744258,0.255014327,74.543
690,0.08205,110,354,0.1,37.87135445,0.310734463,95.067
691,0.11658,205,1339,0.1,13.13255514,0.153099328,99.544
692,0.10633,128,1407,0.1,8.555788857,0.090973703,79.884
693,0.09348,202,1490,0.1,14.50261765,0.13557047,99.708
694,0.16578,308,1665,0.1,11.15846212,0.184984985,99.352
695,0.16364,254,664,0.1,23.37632122,0.38253012,98.608
696,0.19058,163,1143,0.1,7.482798515,0.142607174,65.356
697,0.08567,268,1688,0.1,18.53248191,0.158767773,99.711
698,0.14953,249,1100,0.1,15.13834256,0.226363636,99.634
699,0.17952,330,898,0.1,20.47032622,0.367483296,99.585
700,0.08618,201,767,0.1,30.40844441,0.262059974,98.137
701,0.15227,161,556,0.1,19.01676925,0.289568345,98.825
702,0.08387,250,812,0.1,36.70940424,0.307881773,98.321
703,0.05497,333,1098,0.1,55.17167337,0.303278689,97.719
704,0.17038,171,406,0.1,24.72017056,0.421182266,98.278
705,0.07813,278,728,0.1,48.87599282,0.381868132,97.341
706,0.11268,171,990,0.1,15.32900894,0.172727273,98.724
707,0.1256,253,616,0.1,32.70018198,0.410714286,97.618
708,0.0796,123,351,0.1,44.02353649,0.35042735,95.117
709,0.07815,136,1135,0.1,15.33253852,0.119823789,84.731
710,0.18827,143,431,0.1,17.62291087,0.331786543,91.163
711,0.13604,221,757,0.1,21.46000263,0.291941876,99.557
712,0.11737,242,710,0.1,29.04022071,0.34084507,98.761
713,0.1393,171,511,0.1,24.0228259,0.334637965,98.672
714,0.18806,152,847,0.1,9.542534655,0.179456907,55.613
715,0.10928,190,1312,0.1,13.25192836,0.144817073,81.533
716,0.14684,302,1580,0.1,13.01683741,0.191139241,94.736
717,0.1128,262,1651,0.1,14.0684133,0.158691702,96.936
718,0.13792,308,673,0.1,33.18244657,0.457652303,98.943
719,0.08338,114,1645,0.1,8.311455008,0.069300912,43.989
720,0.07416,202,271,0.1,100.5107138,0.745387454,98.53
721,0.05497,225,680,0.1,60.1932605,0.330882353,97.479
722,0.11794,84,1105,0.1,6.445489193,0.0760181,
723,0.14925,296,643,0.1,30.84369489,0.460342146,99.077
724,0.06887,256,1398,0.1,26.58904328,0.183118741,99.95
725,0.07782,183,479,0.1,49.09354009,0.382045929,95.411
726,0.09071,296,1408,0.1,23.1757549,0.210227273,99.92
727,0.14641,348,720,0.1,33.01231701,0.483333333,98.666
728,0.15612,166,1446,0.1,7.353282523,0.114799447,78.016
729,0.12597,227,297,0.1,60.67395128,0.764309764,93.967
730,0.18945,115,588,0.1,10.32347486,0.195578231,65.617
731,0.11174,316,993,0.1,28.4792906,0.318227593,98.157
732,0.11948,196,1675,0.1,9.793683074,0.117014925,96.136
733,0.16833,312,1213,0.1,15.28031368,0.25721352,99.801
734,0.06133,112,1461,0.1,12.49956335,0.076659822,85.521
735,0.08331,91,253,0.1,43.1741441,0.359683794,99.419
736,0.08127,224,565,0.1,48.78309056,0.396460177,96.724
737,0.15958,165,621,0.1,16.64998641,0.265700483,97.513
738,0.15139,342,836,0.1,27.02232044,0.409090909,99.568
739,0.09109,297,765,0.1,42.62106643,0.388235294,98.461
740,0.11305,326,1694,0.1,17.02290312,0.19244392,99.857
741,0.17281,112,404,0.1,16.04234262,0.277227723,72.806
742,0.15734,141,1330,0.1,6.737958408,0.106015038,33.884
743,0.1066,163,231,0.1,66.19396863,0.705627706,91.26
744,0.15096,313,1662,0.1,12.47531243,0.188327316,93.312
745,0.11569,207,221,0.1,80.96219066,0.936651584,94.669
746,0.09506,348,535,0.1,68.42702396,0.65046729,96.51
747,0.06535,108,1493,0.1,11.06925407,0.072337575,54.82
748,0.05746,56,906,0.1,10.75707527,0.061810155,
749,0.10183,337,414,0.1,79.93809897,0.814009662,95.411
750,0.06645,256,293,0.1,131.4853479,0.873720137,98.642
751,0.11239,149,489,0.1,27.11126225,0.304703476,95.697
752,0.1085,117,1010,0.1,10.6766437,0.115841584,60.311
753,0.06038,270,1641,0.1,27.2497219,0.164533821,99.939
754,0.13086,168,626,0.1,20.50822307,0.268370607,98.985
755,0.16142,330,756,0.1,27.0417505,0.436507937,99.71
756,0.19563,271,1411,0.1,9.817633651,0.192062367,75.221
757,0.17166,139,1285,0.1,6.301480032,0.108171206,34.059
758,0.06521,178,912,0.1,29.93029268,0.195175439,99.719
759,0.13943,138,292,0.1,33.89534101,0.47260274,97.888
760,0.05132,330,658,0.1,97.7240368,0.501519757,99.763
761,0.1962,238,260,0.1,46.65568886,0.915384615,94.293
762,0.17148,326,1552,0.1,12.24933207,0.210051546,95.155
763,0.17659,172,672,0.1,14.49416054,0.255952381,85.546
764,0.13683,327,383,0.1,62.39756638,0.853785901,95.444
765,0.15361,346,1480,0.1,15.21930758,0.233783784,98.384
766,0.14594,262,1585,0.1,11.32655095,0.165299685,88.925
767,0.17712,280,516,0.1,30.63661128,0.542635659,97.932
768,0.15805,283,1483,0.1,12.07398924,0.1908294,89.303
769,0.06407,295,745,0.1,61.80320811,0.395973154,98.639
770,0.17781,323,1611,0.1,11.27588921,0.200496586,90.137
771,0.14648,188,941,0.1,13.6392313,0.19978746,86.902
772,0.06039,340,1168,0.1,48.20266442,0.29109589,99.601
773,0.09718,111,855,0.1,13.35918516,0.129824561,70.284
774,0.1601,102,927,0.1,6.872727199,0.110032362,
775,0.06454,118,570,0.1,32.07585123,0.207017544,89.447
776,0.18285,348,1218,0.1,15.62561038,0.285714286,98.935
777,0.17476,155,265,0.1,33.46908105,0.58490566,95.841
778,0.10651,347,1057,0.1,30.82223326,0.328287606,99.824
779,0.11203,211,455,0.1,41.39393589,0.463736264,95.413
780,0.17946,135,822,0.1,9.151542218,0.164233577,51.598
781,0.16969,329,486,0.1,39.8936138,0.676954733,96.698
782,0.19437,106,755,0.1,7.223200648,0.140397351,
783,0.07246,64,1222,0.1,7.227871758,0.052373159,
784,0.18941,221,1640,0.1,7.11451864,0.134756098,52.879
785,0.12002,275,827,0.1,27.7059829,0.332527207,99.523
786,0.08812,72,1089,0.1,7.502916759,0.066115702,
787,0.19321,162,221,0.1,37.93963429,0.733031674,97.952
788,0.12164,248,1537,0.1,13.26482124,0.161353286,99.827
789,0.08543,207,472,0.1,51.33551704,0.438559322,94.507
790,0.07648,318,1636,0.1,25.41534102,0.194376528,99.769
791,0.08801,289,678,0.1,48.43241533,0.426253687,98.438
792,0.18781,292,1463,0.1,10.62722346,0.199589884,96.468
793,0.07689,173,426,0.1,52.81613817,0.406103286,93.794
794,0.08086,234,310,0.1,93.3513121,0.75483871,97.042
795,0.16784,229,1073,0.1,12.71570048,0.213420317,97.709
796,0.0903,222,1606,0.1,15.30804334,0.138231631,99.831
797,0.06589,284,974,0.1,44.2527104,0.291581109,99.221
798,0.18585,221,1347,0.1,8.827995691,0.1640683,81.977
799,0.12524,191,1292,0.1,11.80396178,0.147832817,94.668
800,0.06252,349,919,0.1,60.74225997,0.379760609,99.172
801,0.10953,321,1395,0.1,21.00863023,0.230107527,99.745
802,0.09909,217,1456,0.1,15.04071668,0.149038462,64.793
803,0.10038,121,1389,0.1,8.678325459,0.087113031,99.578
804,0.08671,274,1168,0.1,27.05443906,0.234589041,92.481
805,0.17021,246,1516,0.1,9.533466264,0.162269129,99.774
806,0.09777,254,1344,0.1,19.32986553,0.188988095,98.184
807,0.19792,315,466,0.1,34.15347945,0.675965665,99.829
808,0.17974,270,235,0.1,63.92211918,1.14893617,95.586
809,0.09353,281,1513,0.1,19.85712902,0.185723728,99.881
810,0.12167,164,1249,0.1,10.79189973,0.131305044,76.49
811,0.13569,156,1209,0.1,9.50934174,0.129032258,77.791
812,0.05616,237,1385,0.1,30.46993119,0.171119134,99.643
813,0.07954,269,1179,0.1,28.68487015,0.228159457,99.545
814,0.07568,304,1362,0.1,29.49275565,0.223201175,99.479
815,0.07466,165,1186,0.1,18.63422219,0.139123103,99.101
816,0.07728,72,434,0.1,21.46721241,0.165898618,68.828
